vOTU_133184	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Schitoviridae;Rothmandenesvirinae;Jwalphavirus;Jwalphavirusjwalpha
vOTU_144061	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_1040	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_1068	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_116048	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_131321	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_16541	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_17530	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_20336	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_28328	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_30870	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_32377	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_33176	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_4316	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_54460	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_5596	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_58352	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_6359	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_7884	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_8515	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_87054	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_9470	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_105108	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_121699	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_132688	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_135766	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_142272	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_34247	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_4737	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_55838	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_68670	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_73975	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_78739	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_88845	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_99677	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_59327	Viruses;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_89924	Viruses;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_145153	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_87795	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_73680	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_99919	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_12823	Viruses;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_4244	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_114127	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_63130	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_17854	Viruses;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_21846	Viruses;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_26167	Viruses;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_5110	Viruses;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_110821	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales;Phycodnaviridae;Chlorovirus;Unclassified
vOTU_65773	Viruses;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_104376	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_117623	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_121006	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_83023	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_86680	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_131781	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_72603	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_86403	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_187	Viruses;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_103384	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_119004	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_128602	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_18646	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_26586	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_38793	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_48336	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_56165	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_8244	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_85265	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_116885	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_88188	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_50565	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_88452	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_94151	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_17895	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_2652	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_14775	Viruses;Monodnaviria;Shotokuvirae;Cossaviricota;Quintoviricetes;Piccovirales;Parvoviridae;Unclassified;Unclassified
vOTU_19368	Viruses;Monodnaviria;Shotokuvirae;Cossaviricota;Quintoviricetes;Piccovirales;Parvoviridae;Unclassified;Unclassified
vOTU_19898	Viruses;Monodnaviria;Shotokuvirae;Cossaviricota;Quintoviricetes;Piccovirales;Parvoviridae;Unclassified;Unclassified
vOTU_23574	Viruses;Monodnaviria;Shotokuvirae;Cossaviricota;Quintoviricetes;Piccovirales;Parvoviridae;Unclassified;Unclassified
vOTU_4225	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_63874	Viruses;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_188	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_87	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_135449	Viruses;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_3408	Viruses;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_82241	Viruses;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_88390	Viruses;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_95762	Viruses;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_528	Viruses;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_33469	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_120103	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_45157	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_94731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_144507	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_41530	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_84305	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_102108	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_102470	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_102494	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_103135	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_107923	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_110136	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_143369	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_143485	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_20759	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_21095	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_23353	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_24421	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_25613	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_30670	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_33783	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_33977	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_34261	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_34595	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_37960	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_37983	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_38752	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_41332	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_42475	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_45129	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_46043	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_49853	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_50491	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_5191	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_55899	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_57338	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_57878	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_57958	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_58083	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_58910	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_59861	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_61703	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_62345	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_63317	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_64636	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_6521	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_66685	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_81491	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_82842	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_85169	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_88505	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_88819	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_97727	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_60026	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_24486	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_46281	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae;Rotavirus;Unclassified
vOTU_47472	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae;Rotavirus;Unclassified
vOTU_107548	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae;Rotavirus;Unclassified
vOTU_32550	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae;Rotavirus;Unclassified
vOTU_118705	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae;Rotavirus;Unclassified
vOTU_24953	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae;Rotavirus;Unclassified
vOTU_31775	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae;Rotavirus;Unclassified
vOTU_80728	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_101786	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_42316	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_85117	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_35607	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_43113	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_44496	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_52452	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_58715	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_87146	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_90499	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_3577	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_58651	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_8810	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_89922	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_109646	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_118368	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_129199	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_33948	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_52154	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_138575	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_36195	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_36722	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_42931	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_4735	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_53534	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_55900	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_94511	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_123565	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_77874	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_13903	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_29079	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_48110	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_48318	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_57098	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_17965	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_87441	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_107393	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_106442	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_107310	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_78771	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_107910	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_70252	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
vOTU_80741	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Unclassified;Unclassified;Unclassified
