vOTU	size
vOTU_53859	1952
vOTU_53868	1952
vOTU_53891	1951
vOTU_53896	1951
vOTU_53930	1950
vOTU_53932	1950
vOTU_54003	1948
vOTU_54113	1946
vOTU_54154	1945
vOTU_54186	1944
vOTU_54195	1944
vOTU_54208	1944
vOTU_54210	1944
vOTU_54211	1944
vOTU_54224	1943
vOTU_54267	1942
vOTU_54269	1942
vOTU_54281	1942
vOTU_54289	1942
vOTU_54291	1942
vOTU_54324	1941
vOTU_54357	1940
vOTU_54414	1938
vOTU_54460	1937
vOTU_54472	1937
vOTU_54506	1936
vOTU_54510	1936
vOTU_54516	1936
vOTU_54565	1935
vOTU_54593	1934
vOTU_54598	1934
vOTU_54601	1934
vOTU_54610	1934
vOTU_54614	1934
vOTU_54633	1933
vOTU_54685	1932
vOTU_54757	1930
vOTU_54849	1928
vOTU_54880	1927
vOTU_54887	1927
vOTU_54935	1926
vOTU_54950	1925
vOTU_54991	1924
vOTU_55005	1924
vOTU_55036	1923
vOTU_55100	1922
vOTU_55111	1921
vOTU_55120	1921
vOTU_55128	1921
vOTU_55132	1921
vOTU_55133	1921
vOTU_55152	1920
vOTU_55217	1919
vOTU_55235	1918
vOTU_55236	1918
vOTU_55255	1918
vOTU_55257	1918
vOTU_55266	1917
vOTU_55310	1916
vOTU_55360	1915
vOTU_55368	1915
vOTU_55378	1914
vOTU_55381	1914
vOTU_55384	1914
vOTU_55398	1914
vOTU_55402	1914
vOTU_55423	1913
vOTU_55453	1912
vOTU_55467	1912
vOTU_55481	1912
vOTU_55490	1911
vOTU_55515	1911
vOTU_55517	1911
vOTU_55590	1909
vOTU_55594	1909
vOTU_55596	1909
vOTU_55626	1908
vOTU_55643	1908
vOTU_55661	1907
vOTU_55663	1907
vOTU_55666	1907
vOTU_55681	1907
vOTU_55682	1907
vOTU_55710	1906
vOTU_55711	1906
vOTU_55722	1906
vOTU_55731	1905
vOTU_55748	1905
vOTU_55788	1904
vOTU_55829	1903
vOTU_55838	1903
vOTU_55848	1903
vOTU_55859	1902
vOTU_55862	1902
vOTU_55895	1902
vOTU_55899	1902
vOTU_55900	1902
vOTU_55908	1901
vOTU_55919	1901
vOTU_55926	1901
vOTU_55930	1901
vOTU_55938	1901
vOTU_55960	1900
vOTU_55991	1899
vOTU_56008	1899
vOTU_56011	1899
vOTU_56026	1899
vOTU_56039	1898
vOTU_56101	1897
vOTU_56103	1897
vOTU_56104	1897
vOTU_56125	1896
vOTU_56147	1896
vOTU_56150	1896
vOTU_56165	1895
vOTU_56176	1895
vOTU_56194	1895
vOTU_56197	1895
vOTU_56233	1894
vOTU_56279	1893
vOTU_56289	1892
vOTU_56293	1892
vOTU_56310	1892
vOTU_56370	1891
vOTU_56381	1891
vOTU_56411	1890
vOTU_56461	1888
vOTU_56502	1887
vOTU_56531	1887
vOTU_56555	1886
vOTU_56578	1886
vOTU_56593	1885
vOTU_56596	1885
vOTU_56618	1884
vOTU_56638	1884
vOTU_56646	1884
vOTU_56650	1884
vOTU_56657	1884
vOTU_56702	1883
vOTU_56749	1882
vOTU_56789	1881
vOTU_56792	1881
vOTU_56851	1879
vOTU_56910	1878
vOTU_56934	1878
vOTU_56937	1878
vOTU_56942	1878
vOTU_56955	1877
vOTU_56971	1877
vOTU_56993	1877
vOTU_57048	1876
vOTU_57061	1875
vOTU_57070	1875
vOTU_57092	1875
vOTU_57097	1875
vOTU_57098	1875
vOTU_57121	1874
vOTU_57168	1873
vOTU_57191	1873
vOTU_57218	1872
vOTU_57234	1872
vOTU_57240	1872
vOTU_57243	1872
vOTU_57269	1871
vOTU_57298	1871
vOTU_57303	1871
vOTU_57338	1870
vOTU_57375	1869
vOTU_57468	1867
vOTU_57499	1866
vOTU_57549	1865
vOTU_57578	1864
vOTU_57587	1864
vOTU_57646	1863
vOTU_57669	1862
vOTU_57701	1861
vOTU_57726	1861
vOTU_57782	1860
vOTU_57834	1859
vOTU_57878	1858
vOTU_57942	1856
vOTU_57943	1856
vOTU_57949	1856
vOTU_57956	1856
vOTU_57958	1856
vOTU_57964	1856
vOTU_58083	1853
vOTU_58157	1851
vOTU_58166	1851
vOTU_58183	1851
vOTU_58224	1850
vOTU_58233	1850
vOTU_58283	1849
vOTU_58290	1848
vOTU_58293	1848
vOTU_58316	1848
vOTU_58339	1847
vOTU_58352	1847
vOTU_58417	1846
vOTU_58598	1842
vOTU_58607	1842
vOTU_58643	1841
vOTU_58651	1841
vOTU_58668	1840
vOTU_58679	1840
vOTU_58703	1839
vOTU_58715	1839
vOTU_58722	1839
vOTU_58749	1838
vOTU_58762	1838
vOTU_58800	1837
vOTU_58815	1837
vOTU_58818	1837
vOTU_58822	1837
vOTU_58824	1837
vOTU_58861	1836
vOTU_58882	1835
vOTU_58910	1835
vOTU_58916	1834
vOTU_58934	1834
vOTU_58966	1834
vOTU_59011	1833
vOTU_59022	1832
vOTU_59026	1832
vOTU_59027	1832
vOTU_59041	1832
vOTU_59057	1832
vOTU_59155	1830
vOTU_59157	1830
vOTU_59213	1829
vOTU_59242	1828
vOTU_59243	1828
vOTU_59277	1827
vOTU_59327	1826
vOTU_59355	1826
vOTU_59362	1826
vOTU_59378	1825
vOTU_59468	1824
vOTU_59516	1823
vOTU_59562	1822
vOTU_59597	1821
vOTU_59603	1821
vOTU_59614	1821
vOTU_59671	1820
vOTU_59685	1819
vOTU_59741	1818
vOTU_59748	1818
vOTU_59750	1818
vOTU_59794	1817
vOTU_59802	1817
vOTU_59810	1817
vOTU_59821	1816
vOTU_59831	1816
vOTU_59861	1816
vOTU_59915	1814
vOTU_59936	1814
vOTU_59951	1814
vOTU_59982	1813
vOTU_60026	1812
vOTU_60039	1812
vOTU_60132	1810
vOTU_60215	1808
vOTU_60232	1808
vOTU_60265	1807
vOTU_60274	1807
vOTU_60277	1807
vOTU_60296	1806
vOTU_60297	1806
vOTU_60300	1806
vOTU_60319	1806
vOTU_60357	1805
vOTU_60410	1804
vOTU_60415	1804
vOTU_60509	1802
vOTU_60543	1801
vOTU_60571	1800
vOTU_60599	1800
vOTU_60614	1800
vOTU_60635	1799
vOTU_60650	1799
vOTU_60657	1799
vOTU_60660	1799
vOTU_60720	1797
vOTU_60799	1796
vOTU_60828	1795
vOTU_60847	1795
vOTU_60870	1794
vOTU_60880	1794
vOTU_60891	1794
vOTU_60938	1793
vOTU_60942	1792
vOTU_60982	1792
vOTU_61011	1791
vOTU_61032	1790
vOTU_61042	1790
vOTU_61110	1788
vOTU_61120	1788
vOTU_61127	1788
vOTU_61139	1788
vOTU_61150	1787
vOTU_61193	1786
vOTU_61226	1786
vOTU_61232	1786
vOTU_61233	1786
vOTU_61293	1784
vOTU_61313	1784
vOTU_61314	1784
vOTU_61431	1782
vOTU_61492	1780
vOTU_61493	1780
vOTU_61521	1780
vOTU_61534	1780
vOTU_61543	1780
vOTU_61558	1779
vOTU_61571	1779
vOTU_61586	1779
vOTU_61661	1777
vOTU_61703	1776
vOTU_61720	1775
vOTU_61738	1775
vOTU_61753	1775
vOTU_61777	1775
vOTU_61793	1774
vOTU_61809	1774
vOTU_61825	1774
vOTU_61850	1773
vOTU_61851	1773
vOTU_61910	1772
vOTU_61955	1771
vOTU_61961	1771
vOTU_62014	1770
vOTU_62037	1769
vOTU_62041	1769
vOTU_62060	1769
vOTU_62068	1769
vOTU_62089	1768
vOTU_62155	1767
vOTU_62163	1767
vOTU_62164	1767
vOTU_62175	1767
vOTU_62209	1766
vOTU_62252	1765
vOTU_62262	1765
vOTU_62285	1764
vOTU_62293	1764
vOTU_62300	1764
vOTU_62301	1764
vOTU_62320	1763
vOTU_62343	1763
vOTU_62345	1763
vOTU_62397	1762
vOTU_62427	1761
vOTU_62428	1761
vOTU_62526	1759
vOTU_62528	1759
vOTU_62537	1759
vOTU_62605	1757
vOTU_62667	1756
vOTU_62677	1756
vOTU_62721	1755
vOTU_62728	1755
vOTU_62731	1755
vOTU_62776	1754
vOTU_62780	1754
vOTU_62786	1754
vOTU_62806	1753
vOTU_62810	1753
vOTU_62818	1753
vOTU_62841	1753
vOTU_62912	1751
vOTU_62930	1751
vOTU_62943	1751
vOTU_62958	1750
vOTU_62975	1750
vOTU_63063	1749
vOTU_63078	1748
vOTU_63091	1748
vOTU_63092	1748
vOTU_63124	1747
vOTU_63130	1747
vOTU_63135	1747
vOTU_63137	1747
vOTU_63187	1746
vOTU_63202	1746
vOTU_63219	1746
vOTU_63221	1746
vOTU_63226	1746
vOTU_63260	1745
vOTU_63273	1744
vOTU_63294	1744
vOTU_63317	1744
vOTU_63348	1743
vOTU_63355	1743
vOTU_63369	1743
vOTU_63406	1742
vOTU_63419	1742
vOTU_63474	1741
vOTU_63526	1739
vOTU_63562	1739
vOTU_63597	1738
vOTU_63611	1738
vOTU_63615	1738
vOTU_63620	1738
vOTU_63621	1738
vOTU_63680	1737
vOTU_63703	1736
vOTU_63729	1736
vOTU_63732	1736
vOTU_63743	1735
vOTU_63782	1735
vOTU_63809	1734
vOTU_63823	1734
vOTU_63845	1734
vOTU_63874	1733
vOTU_63886	1733
vOTU_63897	1733
vOTU_63948	1732
vOTU_63949	1732
vOTU_63955	1732
vOTU_63967	1731
vOTU_63982	1731
vOTU_63996	1731
vOTU_64040	1730
vOTU_64084	1729
vOTU_64104	1729
vOTU_64146	1728
vOTU_64255	1726
vOTU_64261	1726
vOTU_64273	1726
vOTU_64278	1726
vOTU_64311	1725
vOTU_64327	1725
vOTU_64389	1724
vOTU_64416	1723
vOTU_64428	1723
vOTU_64432	1723
vOTU_64443	1723
vOTU_64482	1722
vOTU_64488	1722
vOTU_64518	1721
vOTU_64527	1721
vOTU_64537	1721
vOTU_64569	1720
vOTU_64605	1719
vOTU_64619	1719
vOTU_64636	1719
vOTU_64646	1719
vOTU_64692	1718
vOTU_64696	1718
vOTU_64714	1717
vOTU_64735	1717
vOTU_64739	1717
vOTU_64747	1717
vOTU_64772	1716
vOTU_64797	1716
vOTU_64840	1715
vOTU_64852	1715
vOTU_64860	1715
vOTU_64865	1715
vOTU_64906	1714
vOTU_64965	1713
vOTU_64969	1713
vOTU_64988	1712
vOTU_65026	1712
vOTU_65084	1711
vOTU_65112	1710
vOTU_65133	1710
vOTU_65141	1710
vOTU_65149	1709
vOTU_65154	1709
vOTU_65206	1708
vOTU_65278	1707
vOTU_65282	1707
vOTU_65505	1703
vOTU_65577	1701
vOTU_65598	1701
vOTU_65656	1700
vOTU_65732	1699
vOTU_65733	1699
vOTU_65766	1698
vOTU_65773	1698
vOTU_65796	1698
vOTU_65824	1697
vOTU_65847	1697
vOTU_65853	1697
vOTU_65910	1696
vOTU_65912	1696
vOTU_65915	1696
vOTU_65917	1696
vOTU_65919	1696
vOTU_65954	1695
vOTU_65959	1695
vOTU_65960	1695
vOTU_65976	1695
vOTU_65991	1694
vOTU_66014	1694
vOTU_66017	1694
vOTU_66092	1693
vOTU_66108	1692
vOTU_66131	1692
vOTU_66139	1692
vOTU_66143	1692
vOTU_66190	1691
vOTU_66228	1690
vOTU_66238	1690
vOTU_66245	1690
vOTU_66271	1689
vOTU_66281	1689
vOTU_66285	1689
vOTU_66289	1689
vOTU_66337	1688
vOTU_66365	1687
vOTU_66446	1686
vOTU_66484	1685
vOTU_66506	1685
vOTU_66511	1685
vOTU_66560	1684
vOTU_66568	1684
vOTU_66571	1684
vOTU_66634	1683
vOTU_66651	1682
vOTU_66685	1682
vOTU_66709	1681
vOTU_66816	1679
vOTU_66818	1679
vOTU_66826	1679
vOTU_66846	1679
vOTU_66847	1679
vOTU_66863	1678
vOTU_66864	1678
vOTU_66879	1678
vOTU_66893	1678
vOTU_66903	1678
vOTU_66915	1678
vOTU_66940	1677
vOTU_66957	1677
vOTU_66980	1676
vOTU_67012	1676
vOTU_67027	1675
vOTU_67081	1675
vOTU_67128	1674
vOTU_67161	1673
vOTU_67201	1672
vOTU_67221	1672
vOTU_67222	1672
vOTU_67301	1671
vOTU_67306	1671
vOTU_67364	1670
vOTU_67384	1669
vOTU_67467	1668
vOTU_67477	1668
vOTU_67526	1667
vOTU_67592	1666
vOTU_67601	1666
vOTU_67606	1666
vOTU_67625	1665
vOTU_67785	1663
vOTU_67803	1662
vOTU_67818	1662
vOTU_67845	1662
vOTU_67909	1661
vOTU_67964	1660
vOTU_67965	1660
vOTU_67968	1660
vOTU_67975	1660
vOTU_67986	1660
vOTU_67987	1660
vOTU_68007	1659
vOTU_68036	1659
vOTU_68046	1659
vOTU_68100	1658
vOTU_68104	1658
vOTU_68142	1657
vOTU_68157	1657
vOTU_68204	1656
vOTU_68236	1656
vOTU_68290	1655
vOTU_68299	1655
vOTU_68302	1655
vOTU_68338	1654
vOTU_68342	1654
vOTU_68348	1654
vOTU_68406	1653
vOTU_68434	1653
vOTU_68490	1652
vOTU_68496	1652
vOTU_68513	1651
vOTU_68543	1651
vOTU_68569	1650
vOTU_68600	1650
vOTU_68668	1649
vOTU_68670	1649
vOTU_68733	1648
vOTU_68735	1647
vOTU_68764	1647
vOTU_68827	1646
vOTU_68843	1646
vOTU_68895	1645
vOTU_68908	1645
vOTU_68913	1645
vOTU_68926	1645
vOTU_68952	1644
vOTU_68957	1644
vOTU_68973	1644
vOTU_68989	1644
vOTU_68998	1643
vOTU_69009	1643
vOTU_69053	1643
vOTU_69058	1642
vOTU_69097	1642
vOTU_69104	1642
vOTU_69155	1641
vOTU_69158	1641
vOTU_69161	1641
vOTU_69177	1640
vOTU_69225	1639
vOTU_69280	1639
vOTU_69284	1639
vOTU_69334	1638
vOTU_69359	1637
vOTU_69376	1637
vOTU_69381	1637
vOTU_69390	1637
vOTU_69438	1636
vOTU_69507	1635
vOTU_69527	1635
vOTU_69537	1634
vOTU_69569	1634
vOTU_69586	1634
vOTU_69597	1634
vOTU_69603	1634
vOTU_69641	1633
vOTU_69648	1633
vOTU_69649	1633
vOTU_69651	1633
vOTU_69655	1633
vOTU_69662	1633
vOTU_69666	1633
vOTU_69714	1632
vOTU_69715	1632
vOTU_69716	1632
vOTU_69728	1632
vOTU_69796	1631
vOTU_69855	1630
vOTU_69864	1630
vOTU_69873	1630
vOTU_69925	1629
vOTU_69947	1628
vOTU_69999	1628
vOTU_70001	1628
vOTU_70002	1628
vOTU_70037	1627
vOTU_70065	1627
vOTU_70068	1627
vOTU_70070	1627
vOTU_70120	1626
vOTU_70173	1625
vOTU_70227	1624
vOTU_70246	1624
vOTU_70247	1624
vOTU_70251	1624
vOTU_70252	1624
vOTU_70269	1623
vOTU_70293	1623
vOTU_70366	1622
vOTU_70417	1621
vOTU_70424	1621
vOTU_70433	1621
vOTU_70434	1621
vOTU_70448	1620
vOTU_70451	1620
vOTU_70484	1620
vOTU_70496	1619
vOTU_70511	1619
vOTU_70533	1619
vOTU_70538	1619
vOTU_70558	1619
vOTU_70583	1618
vOTU_70586	1618
vOTU_70606	1618
vOTU_70683	1617
vOTU_70685	1617
vOTU_70707	1616
vOTU_70720	1616
vOTU_70748	1616
vOTU_70750	1616
vOTU_70752	1616
vOTU_70764	1616
vOTU_70844	1614
vOTU_70852	1614
vOTU_70880	1614
vOTU_70894	1614
vOTU_70903	1614
vOTU_70988	1612
vOTU_71039	1611
vOTU_71045	1611
vOTU_71157	1609
vOTU_71167	1609
vOTU_71178	1609
vOTU_71202	1609
vOTU_71208	1609
vOTU_71212	1609
vOTU_71309	1607
vOTU_71323	1607
vOTU_71329	1607
vOTU_71335	1607
vOTU_71376	1606
vOTU_71384	1606
vOTU_71446	1605
vOTU_71462	1604
vOTU_71487	1604
vOTU_71491	1604
vOTU_71492	1604
vOTU_71540	1603
vOTU_71542	1603
vOTU_71567	1603
vOTU_71572	1603
vOTU_71574	1603
vOTU_71583	1603
vOTU_71590	1603
vOTU_71594	1603
vOTU_71634	1602
vOTU_71647	1602
vOTU_71658	1602
vOTU_71676	1601
vOTU_71711	1601
vOTU_71729	1601
vOTU_71734	1601
vOTU_71745	1600
vOTU_71772	1600
vOTU_71807	1600
vOTU_71914	1598
vOTU_71921	1598
vOTU_71936	1597
vOTU_71969	1597
vOTU_71996	1597
vOTU_71998	1597
vOTU_72046	1596
vOTU_72074	1596
vOTU_72103	1595
vOTU_72125	1595
vOTU_72192	1594
vOTU_72210	1594
vOTU_72213	1594
vOTU_72243	1593
vOTU_72302	1592
vOTU_72306	1592
vOTU_72380	1591
vOTU_72384	1591
vOTU_72406	1590
vOTU_72407	1590
vOTU_72411	1590
vOTU_72453	1590
vOTU_72476	1589
vOTU_72477	1589
vOTU_72535	1589
vOTU_72581	1588
vOTU_72587	1588
vOTU_72603	1588
vOTU_72633	1587
vOTU_72635	1587
vOTU_72651	1587
vOTU_72665	1587
vOTU_72668	1587
vOTU_72669	1587
vOTU_72679	1586
vOTU_72710	1586
vOTU_72714	1586
vOTU_72728	1586
vOTU_72814	1584
vOTU_72849	1584
vOTU_72896	1583
vOTU_72910	1583
vOTU_72991	1582
vOTU_72997	1582
vOTU_73002	1582
vOTU_73015	1581
vOTU_73050	1581
vOTU_73052	1581
vOTU_73092	1580
vOTU_73184	1579
vOTU_73197	1579
vOTU_73232	1578
vOTU_73286	1578
vOTU_73344	1577
vOTU_73357	1577
vOTU_73378	1576
vOTU_73422	1576
vOTU_73423	1576
vOTU_73462	1575
vOTU_73486	1575
vOTU_73498	1574
vOTU_73543	1574
vOTU_73567	1573
vOTU_73608	1573
vOTU_73617	1573
vOTU_73618	1573
vOTU_73644	1572
vOTU_73667	1572
vOTU_73669	1572
vOTU_73680	1572
vOTU_73690	1571
vOTU_73727	1571
vOTU_73740	1571
vOTU_73742	1571
vOTU_73796	1570
vOTU_73800	1570
vOTU_73811	1569
vOTU_73813	1569
vOTU_73817	1569
vOTU_73863	1569
vOTU_73927	1568
vOTU_73938	1568
vOTU_73975	1567
vOTU_73988	1567
vOTU_73992	1567
vOTU_74004	1567
vOTU_74086	1566
vOTU_74088	1566
vOTU_74102	1565
vOTU_74113	1565
vOTU_74226	1564
vOTU_74232	1564
vOTU_74235	1564
vOTU_74236	1564
vOTU_74239	1564
vOTU_74427	1561
vOTU_74443	1561
vOTU_74446	1561
vOTU_74452	1561
vOTU_74491	1560
vOTU_74507	1560
vOTU_74518	1560
vOTU_74530	1559
vOTU_74556	1559
vOTU_74594	1559
vOTU_74659	1558
vOTU_74662	1558
vOTU_74716	1557
vOTU_74735	1557
vOTU_74739	1557
vOTU_74756	1557
vOTU_74833	1556
vOTU_74901	1555
vOTU_74928	1554
vOTU_74960	1554
vOTU_74989	1553
vOTU_75053	1552
vOTU_75098	1552
vOTU_75107	1551
vOTU_75112	1551
vOTU_75125	1551
vOTU_75128	1551
vOTU_75150	1551
vOTU_75178	1551
vOTU_75199	1550
vOTU_75200	1550
vOTU_75248	1550
vOTU_75272	1549
vOTU_75308	1549
vOTU_75327	1548
vOTU_75334	1548
vOTU_75351	1548
vOTU_75359	1548
vOTU_75365	1548
vOTU_75380	1548
vOTU_75408	1547
vOTU_75422	1547
vOTU_75436	1547
vOTU_75437	1547
vOTU_75516	1546
vOTU_75518	1546
vOTU_75580	1545
vOTU_75591	1545
vOTU_75608	1544
vOTU_75638	1544
vOTU_75656	1544
vOTU_75723	1543
vOTU_75775	1542
vOTU_75807	1542
vOTU_75829	1541
vOTU_75839	1541
vOTU_75863	1541
vOTU_75875	1541
vOTU_75906	1540
vOTU_75913	1540
vOTU_75935	1540
vOTU_76028	1539
vOTU_76034	1539
vOTU_76037	1539
vOTU_76075	1538
vOTU_76118	1537
vOTU_76119	1537
vOTU_76133	1537
vOTU_76142	1537
vOTU_76154	1537
vOTU_76174	1537
vOTU_76183	1537
vOTU_76203	1536
vOTU_76231	1536
vOTU_76244	1536
vOTU_76256	1536
vOTU_76266	1536
vOTU_76267	1536
vOTU_76301	1535
vOTU_76310	1535
vOTU_76351	1534
vOTU_76425	1533
vOTU_76463	1533
vOTU_76464	1533
vOTU_76530	1532
vOTU_76533	1532
vOTU_76559	1531
vOTU_76566	1531
vOTU_76568	1531
vOTU_76588	1531
vOTU_76609	1531
vOTU_76668	1530
vOTU_76737	1529
vOTU_76786	1528
vOTU_76832	1527
vOTU_76861	1527
vOTU_76878	1527
vOTU_76905	1526
vOTU_76916	1526
vOTU_76976	1525
vOTU_77047	1524
vOTU_77065	1524
vOTU_77117	1523
vOTU_77154	1523
vOTU_77155	1523
vOTU_77158	1523
vOTU_77179	1522
vOTU_77232	1522
vOTU_77239	1522
vOTU_77256	1521
vOTU_77375	1520
vOTU_77378	1520
vOTU_77411	1519
vOTU_77473	1518
vOTU_77511	1518
vOTU_77601	1517
vOTU_77657	1516
vOTU_77671	1516
vOTU_77718	1515
vOTU_77780	1515
vOTU_77802	1514
vOTU_77816	1514
vOTU_77874	1513
vOTU_77935	1513
vOTU_77968	1512
vOTU_77969	1512
vOTU_77987	1512
vOTU_77991	1512
vOTU_77994	1512
vOTU_78015	1511
vOTU_78048	1511
vOTU_78050	1511
vOTU_78094	1510
vOTU_78111	1510
vOTU_78119	1510
vOTU_78150	1509
vOTU_78168	1509
vOTU_78199	1509
vOTU_78234	1508
vOTU_78267	1508
vOTU_78268	1508
vOTU_78280	1508
vOTU_78306	1507
vOTU_78308	1507
vOTU_78313	1507
vOTU_78316	1507
vOTU_78331	1507
vOTU_78367	1507
vOTU_78368	1507
vOTU_78377	1507
vOTU_78421	1506
vOTU_78480	1505
vOTU_78483	1505
vOTU_78513	1505
vOTU_78522	1505
vOTU_78574	1504
vOTU_78590	1504
vOTU_78627	1503
vOTU_78678	1503
vOTU_78680	1503
vOTU_78681	1503
vOTU_78739	1502
vOTU_78742	1502
vOTU_78763	1501
vOTU_78771	1501
vOTU_78783	1501
vOTU_78787	1501
vOTU_78805	1501
vOTU_78889	1500
vOTU_78890	1500
vOTU_78915	1499
vOTU_78990	1498
vOTU_78997	1498
vOTU_79052	1498
vOTU_79096	1497
vOTU_79127	1497
vOTU_79129	1497
vOTU_79132	1497
vOTU_79139	1497
vOTU_79146	1497
vOTU_79174	1496
vOTU_79184	1496
vOTU_79185	1496
vOTU_79198	1496
vOTU_79220	1496
vOTU_79231	1495
vOTU_79233	1495
vOTU_79340	1494
vOTU_79348	1494
vOTU_79365	1494
vOTU_79371	1494
vOTU_79414	1493
vOTU_79497	1492
vOTU_79525	1491
vOTU_79559	1491
vOTU_79561	1491
vOTU_79572	1491
vOTU_79632	1490
vOTU_79725	1489
vOTU_79771	1488
vOTU_79881	1487
vOTU_79883	1487
vOTU_79913	1486
vOTU_79967	1486
vOTU_80009	1485
vOTU_80010	1485
vOTU_80074	1484
vOTU_80082	1484
vOTU_80096	1484
vOTU_80119	1484
vOTU_80141	1483
vOTU_80152	1483
vOTU_80181	1483
vOTU_80184	1483
vOTU_80189	1483
vOTU_80199	1483
vOTU_80238	1482
vOTU_80284	1482
vOTU_80285	1482
vOTU_80319	1481
vOTU_80326	1481
vOTU_80360	1481
vOTU_80363	1481
vOTU_80368	1481
vOTU_80427	1480
vOTU_80499	1479
vOTU_80500	1479
vOTU_80511	1479
vOTU_80632	1477
vOTU_80669	1477
vOTU_80675	1477
vOTU_80683	1477
vOTU_80728	1476
vOTU_80736	1476
vOTU_80741	1476
vOTU_80745	1476
vOTU_80761	1476
vOTU_80845	1475
vOTU_80903	1474
vOTU_80919	1474
vOTU_80960	1473
vOTU_80989	1473
vOTU_80990	1473
vOTU_81057	1472
vOTU_81066	1472
vOTU_81074	1472
vOTU_81077	1472
vOTU_81088	1472
vOTU_81102	1472
vOTU_81115	1472
vOTU_81176	1471
vOTU_81180	1471
vOTU_81191	1470
vOTU_81232	1470
vOTU_81240	1470
vOTU_81276	1469
vOTU_81284	1469
vOTU_81302	1469
vOTU_81324	1469
vOTU_81325	1469
vOTU_81332	1469
vOTU_81333	1469
vOTU_81368	1468
vOTU_81381	1468
vOTU_81385	1468
vOTU_81431	1467
vOTU_81434	1467
vOTU_81491	1467
vOTU_81530	1466
vOTU_81595	1465
vOTU_81616	1465
vOTU_81624	1465
vOTU_81675	1464
vOTU_81676	1464
vOTU_81776	1463
vOTU_81781	1463
vOTU_81809	1463
vOTU_81835	1463
vOTU_81850	1462
vOTU_81872	1462
vOTU_81885	1462
vOTU_81954	1461
vOTU_81958	1461
vOTU_81999	1461
vOTU_82023	1460
vOTU_82067	1460
vOTU_82080	1460
vOTU_82110	1459
vOTU_82117	1459
vOTU_82121	1459
vOTU_82123	1459
vOTU_82168	1459
vOTU_82211	1458
vOTU_82222	1458
vOTU_82227	1458
vOTU_82241	1458
vOTU_82262	1458
vOTU_82307	1457
vOTU_82310	1457
vOTU_82380	1456
vOTU_82436	1456
vOTU_82437	1456
vOTU_82455	1455
vOTU_82513	1455
vOTU_82537	1454
vOTU_82567	1454
vOTU_82574	1454
vOTU_82598	1454
vOTU_82682	1453
vOTU_82686	1453
vOTU_82694	1453
vOTU_82735	1452
vOTU_82751	1452
vOTU_82758	1452
vOTU_82766	1452
vOTU_82811	1451
vOTU_82831	1451
vOTU_82833	1451
vOTU_82842	1451
vOTU_82877	1450
vOTU_82878	1450
vOTU_82917	1450
vOTU_82939	1449
vOTU_82956	1449
vOTU_82970	1449
vOTU_82976	1449
vOTU_82993	1449
vOTU_83000	1449
vOTU_83008	1448
vOTU_83023	1448
vOTU_83044	1448
vOTU_83047	1448
vOTU_83088	1448
vOTU_83093	1448
vOTU_83162	1447
vOTU_83180	1447
vOTU_83259	1446
vOTU_83261	1446
vOTU_83271	1446
vOTU_83411	1445
vOTU_83474	1444
vOTU_83476	1444
vOTU_83494	1444
vOTU_83519	1443
vOTU_83555	1443
vOTU_83565	1443
vOTU_83567	1443
vOTU_83568	1443
vOTU_83605	1442
vOTU_83652	1442
vOTU_83676	1441
vOTU_83714	1441
vOTU_83721	1441
vOTU_83749	1441
vOTU_83783	1440
vOTU_83815	1440
vOTU_83873	1439
vOTU_83904	1439
vOTU_83961	1438
vOTU_83962	1438
vOTU_83983	1438
vOTU_84018	1438
vOTU_84091	1437
vOTU_84104	1437
vOTU_84305	1435
vOTU_84308	1435
vOTU_84325	1434
vOTU_84326	1434
vOTU_84336	1434
vOTU_84361	1434
vOTU_84367	1434
vOTU_84386	1434
vOTU_84396	1433
vOTU_84397	1433
vOTU_84453	1433
vOTU_84461	1433
vOTU_84464	1433
vOTU_84520	1432
vOTU_84537	1432
vOTU_84540	1432
vOTU_84554	1432
vOTU_84619	1431
vOTU_84642	1430
vOTU_84661	1430
vOTU_84740	1430
vOTU_84744	1430
vOTU_84747	1430
vOTU_84817	1429
vOTU_84829	1429
vOTU_84831	1429
vOTU_84858	1428
vOTU_84883	1428
vOTU_85083	1426
vOTU_85102	1425
vOTU_85111	1425
vOTU_85117	1425
vOTU_85136	1425
vOTU_85137	1425
vOTU_85167	1425
vOTU_85169	1425
vOTU_85197	1424
vOTU_85208	1424
vOTU_85265	1424
vOTU_85283	1423
vOTU_85289	1423
vOTU_85334	1423
vOTU_85348	1423
vOTU_85362	1422
vOTU_85404	1422
vOTU_85411	1422
vOTU_85418	1422
vOTU_85430	1422
vOTU_85433	1422
vOTU_85446	1422
vOTU_85528	1421
vOTU_85539	1421
vOTU_85545	1421
vOTU_85546	1421
vOTU_85572	1420
vOTU_85613	1420
vOTU_85615	1420
vOTU_85668	1419
vOTU_85687	1419
vOTU_85694	1419
vOTU_85761	1418
vOTU_85822	1417
vOTU_85844	1417
vOTU_85855	1417
vOTU_85877	1417
vOTU_86003	1415
vOTU_86040	1415
vOTU_86073	1414
vOTU_86086	1414
vOTU_86138	1414
vOTU_86180	1413
vOTU_86214	1413
vOTU_86252	1412
vOTU_86267	1412
vOTU_86318	1412
vOTU_86319	1412
vOTU_86332	1411
vOTU_86360	1411
vOTU_86370	1411
vOTU_86382	1411
vOTU_86392	1411
vOTU_86403	1411
